time_published,overall_sentiment_score
20220912T113000,0.302307
20220912T113914,0.405366
20220912T114400,0.218753
20220912T120000,0.230011
20220912T120000,0.332059
20220912T120000,0.309788
20220912T120000,0.457376
20220912T120005,0.184567
20220912T120400,0.061312
20220912T120725,0.186322
20220912T122145,0.330071
20220912T122600,0.224265
20220912T123000,0.45221
20220912T123000,-0.120792
20220912T123212,0.338532
20220912T123351,0.064678
20220912T123402,0.055193
20220912T123900,0.308129
20220912T124500,0.373707
20220912T124619,0.314696
20220912T125628,0.123023
20220912T130000,0.389401
20220912T130000,0.099338
20220912T130001,-0.072865
20220912T130020,0.088119
20220912T130059,0.138795
20220912T130441,0
20220912T130916,0.114367
20220912T131000,0.4456
20220912T131141,0.115386
20220912T131141,0.115386
20220912T131233,-0.293563
20220912T131500,0.166052
20220912T132058,0.403293
20220912T132212,-0.1684
20220912T132212,-0.159054
20220912T132800,0.122998
20220912T133000,0.125411
20220912T133000,0.12575
20220912T133655,0.27917
20220912T134119,0.226926
20220912T135022,0.291791
20220912T135300,0.226305
20220912T135500,-0.104863
20220912T135800,0.185487
20220912T140000,0.511533
20220912T140000,0.413516
20220912T141600,-0.174932
20220912T141700,-0.09214
20220912T141759,0.202907
20220912T141945,0.084295
20220912T142300,0.36554
20220912T143547,0.161751
20220912T144744,-0.081623
20220912T145600,0.270392
20220912T150151,0.165882
20220912T152000,0.05537
20220912T154500,0.301441
20220912T154500,0.301442
20220912T154500,0.301442
20220912T154850,-0.053767
20220912T155002,0.092884
20220912T155300,-0.039506
20220912T162341,0.021819
20220912T163111,-0.26224
20220912T170000,0.357262
20220912T170500,0.401627
20220912T171400,0.098878
20220912T171700,0.52547
20220912T174153,-0.260035
20220912T180000,0.423692
20220912T180000,0.506611
20220912T181506,0.323842
20220912T185600,-0.201376
20220912T185653,0.326007
20220912T191641,0.114027
20220912T192433,0.05162
20220912T195222,0.109797
20220912T200000,0.291325
20220912T201500,0.270018
20220912T201500,-0.128652
20220912T203000,0.169234
20220912T203000,0.1724
20220912T210024,0.27586
20220912T210200,0.08436
20220912T210528,0.128542
20220912T214521,0.155209
20220912T215000,0.215482
20220912T215836,0.145276
20220912T221500,0.053364
20220912T222141,-0.080332
20220912T223600,0.13436
20220912T224446,0.145276
20220912T225625,0.238602
20220912T231522,0.143442
20220912T233655,0.207419
20220913T051840,-0.357759
20220913T051840,-0.362024
20220913T051840,-0.24991
20220913T051840,-0.276492
20220913T062050,0.149089
20220913T065100,0.202406
20220913T065559,0.455965
20220913T070000,0.318679
20220913T081606,0.325463
20220913T090700,0.023723
20220913T092800,0.119035
20220913T095000,0.178691
20220913T100000,0.460776
20220913T100201,-0.194025
20220913T101212,0.323255
20220913T104500,0.358912
20220913T104500,0.172063
20220913T105245,0.269236
20220913T105245,0.268367
20220913T110000,0.240096
20220913T110000,0.319738
20220913T110700,0.492063
20220913T111400,0.309332
20220913T111854,0.10296
20220913T113000,0.296522
20220913T120000,0.479665
20220913T120000,0.212606
20220913T120000,0.158877
20220913T120000,0.317345
20220913T120000,0.443797
20220913T120000,0.373851
20220913T120600,0.278496
20220913T120600,0.284045
20220913T123000,0.038462
20220913T123000,0.445579
20220913T123500,0.375376
20220913T123655,0.111899
20220913T123900,0.322767
20220913T125608,-0.100509
20220913T130000,0.186513
20220913T130000,0.391246
20220913T130020,0.182171
20220913T130100,-0.050597
20220913T131300,0.191915
20220913T132500,0.369161
20220913T133000,0.23782
20220913T133000,0.216193
20220913T133037,0.100532
20220913T133132,0.296522
20220913T133336,0.112504
20220913T135107,0.220343
20220913T135311,-0.095433
20220913T140048,0.193172
20220913T140536,0.125834
20220913T140858,-0.155698
20220913T141200,0.282397
20220913T141716,-0.199732
20220913T142225,-0.187484
20220913T142744,0.267928
20220913T143918,0.159556
20220913T144952,0.212089
20220913T150000,0.339842
20220913T150040,0.218309
20220913T150727,-0.300156
20220913T151200,0.373453
20220913T151659,0.049005
20220913T151800,0.126624
20220913T152404,0.276426
20220913T152543,0.296505
20220913T152543,0.021723
20220913T153100,0.257386
20220913T154300,-0.163119
20220913T154957,0.295431
20220913T155936,0.345028
20220913T160000,0.32437
20220913T160007,0.271415
20220913T160400,0.237057
20220913T160500,0.09153
20220913T160600,0.278348
20220913T163600,0.283825
20220913T165500,-0.090319
20220913T170100,0.28342
20220913T170700,0.426656
20220913T171000,-0.291522
20220913T171513,-0.1514
20220913T171600,0.130157
20220913T173447,-0.09596
20220913T174754,-0.34038
20220913T180351,0.077034
20220913T180357,0.077034
20220913T180710,-0.146367
20220913T183100,0.061024
20220913T183900,0.375104
20220913T190000,0.22739
20220913T190540,-0.011953
20220913T191000,0.174732
20220913T191900,0.360211
20220913T194000,0.146783
20220913T194000,0.131327
20220913T194851,0.209417
20220913T200356,0.128142
20220913T200904,0.298699
20220913T201210,0.10672
20220913T202000,0.228729
20220913T203541,-0.394525
20220913T204400,-0.034034
20220913T205900,-0.112329
20220913T210000,0.26115
20220913T211958,0.147498
20220913T214305,-0.267311
20220913T220000,0.166409
20220913T224654,0.09694
20220913T225122,-0.123932
20220913T232700,-0.065153
20220913T235246,0.04596
20220914T000000,0.124774
20220914T012400,0.373556
20220914T014800,-0.082429
20220914T025200,0.263443
20220914T025200,0.277052
20220914T032729,-0.106973
20220914T033619,-0.002452
20220914T034030,-0.113995
20220914T040550,-0.004736
20220914T043005,0.1086
20220914T045800,0.165825
20220914T075336,0.19141
20220914T085733,0.009775
20220914T085733,-0.024373
20220914T085800,-0.586317
20220914T095412,-0.273178
20220914T100000,0.100692
20220914T100000,0.048887
20220914T100000,0.196357
20220914T100000,0.296541
20220914T100008,0.11638
20220914T100045,0.096533
20220914T100047,0.046405
20220914T100459,0.085882
20220914T101249,0.115889
20220914T101629,-0.009652
20220914T101845,0.179489
20220914T102637,0.173205
20220914T103233,0.161434
20220914T104500,0.155957
20220914T105400,0.06256
20220914T105912,0.167523
20220914T110000,0.124221
20220914T110700,0.269158
20220914T110711,-0.057177
20220914T110915,0.142471
20220914T113000,-0.002387
20220914T113000,-0.004781
20220914T114500,0.319987
20220914T115800,0.246371
20220914T120000,0.366877
20220914T120400,-0.033855
20220914T120626,0.272708
20220914T121555,-0.080633
20220914T122000,0.38074
20220914T122447,0.126933
20220914T122449,0.019217
20220914T122851,0.319987
20220914T123000,0.258661
20220914T123000,0.287623
20220914T123000,0.02218
20220914T124000,0.348193
20220914T124500,0.216654
20220914T124500,-0.079047
20220914T124500,0.221243
20220914T124700,0.423974
20220914T124716,0.154031
20220914T125000,0.449331
20220914T125300,0.099043
20220914T130000,0.216613
20220914T130000,0.392629
20220914T130500,0.180263
20220914T131904,0.002421
20220914T132500,-0.586317
20220914T133300,0.504552
20220914T133500,0.31135
20220914T134300,0.343981
20220914T134831,0.206399
20220914T140000,0.365444
20220914T140000,0.350469
20220914T140400,0.332915
20220914T141211,0.014455
20220914T142400,0.218264
20220914T142720,-0.182193
20220914T143236,0.252446
20220914T143900,0.339704
20220914T144107,-0.026258
20220914T144107,-0.007165
20220914T144107,-0.007165
20220914T144259,0.086082
20220914T144825,0.438233
20220914T150000,0.43382
20220914T150000,0.409694
20220914T150000,0.180322
20220914T150000,0.19942
20220914T151503,0.167638
20220914T153047,0.301556
20220914T153219,0.238057
20220914T154400,0.333706
20220914T154400,0.331588
20220914T155524,0.152453
20220914T160301,0.277335
20220914T160700,0.305408
20220914T160800,-0.141795
20220914T161537,0.308002
20220914T163042,-0.007165
20220914T164114,0.063628
20220914T164704,0.213849
20220914T170051,-0.14159
20220914T170200,0.13908
20220914T170500,0.196442
20220914T171100,0.282979
20220914T171700,0.06002
20220914T172500,0.267
20220914T173139,0.287277
20220914T173500,0.180782
20220914T174834,0.058198
20220914T181714,0.070189
20220914T182200,-0.083821
20220914T182500,0.131357
20220914T184400,0.107686
20220914T184420,0.125652
20220914T184614,-0.183637
20220914T190000,0.361537
20220914T195200,0.044016
20220914T195400,-0.072023
20220914T200000,0.320963
20220914T204935,0.200319
20220914T211511,0.056185
20220914T211756,0.448887
20220914T212145,0.076053
20220914T213142,-0.107896
20220914T214105,0.29939
20220914T222130,-0.131041
20220914T223954,-0.151608
20220914T224753,-0.121431
20220914T231007,-0.075065
20220914T232200,-0.136078
20220914T234119,-0.122281
20220915T000700,0.119649
20220915T030025,0.314906
20220915T030600,0.14329
20220915T040506,-0.338081
20220915T055109,0.04417
20220915T055959,0.107405
20220915T062403,-0.083714
20220915T063909,0.29894
20220915T072351,0.149362
20220915T075043,0.302922
20220915T083005,0.153126
20220915T085104,-0.074361
20220915T090000,0.215904
20220915T090000,0.225365
20220915T090500,0.14503
20220915T091000,0.159453
20220915T094329,0.185342
20220915T100518,0.140046
20220915T101500,0.106599
20220915T102805,-0.10039
20220915T103600,0.207146
20220915T104000,0.066926
20220915T110000,0.363677
20220915T110000,0.249292
20220915T110232,0.153852
20220915T110947,0.187246
20220915T112100,0.205565
20220915T112234,-0.194801
20220915T112445,-0.002415
20220915T113000,0.328512
20220915T113000,0.458136
20220915T113000,0.075254
20220915T113003,0.067796
20220915T114900,0.031364
20220915T115449,-0.089155
20220915T120000,0.330753
20220915T120000,0.271277
20220915T120000,0.449931
20220915T120000,0.304938
20220915T120518,0.211834
20220915T121500,0.259821
20220915T123000,0.381637
20220915T123000,0.304663
20220915T124200,-0.086118
20220915T124500,0.381507
20220915T124812,0.339863
20220915T130000,-0.097689
20220915T130000,0.318789
20220915T130000,0.318789
20220915T130000,0.318789
20220915T130855,0.097035
20220915T133000,0.261475
20220915T133000,0.261475
20220915T133000,0.261475
20220915T133000,0.261475
20220915T133000,0.438714
20220915T133726,0.097032
20220915T133833,0.093863
20220915T134314,0.213088
20220915T134400,0.184976
20220915T140000,0.354602
20220915T140200,0.501974
20220915T140500,-0.045087
20220915T140500,0.267472
20220915T141500,0.272273
20220915T141500,0.274571
20220915T141630,0.246308
20220915T145200,0.268019
20220915T150000,0.180486
20220915T150000,-0.07013
20220915T150000,-0.067906
20220915T150300,0.156181
20220915T150400,0.257855
20220915T150620,0.384012
20220915T152500,0.211784
20220915T153440,-0.064521
20220915T153500,0.247983
20220915T153557,0.251516
20220915T154500,0.258207
20220915T155500,0.198918
20220915T155643,0.240461
20220915T160000,0.108664
20220915T160000,0.099414
20220915T160800,0.233427
20220915T161900,0.270127
20220915T161910,0.261345
20220915T163000,0.432167
20220915T164300,0.364715
20220915T164500,0.302376
20220915T164600,0.537383
20220915T165600,0.172179
20220915T170000,0.324587
20220915T170200,0.632532
20220915T171814,0.320238
20220915T171814,0.315351
20220915T172000,0.392361
20220915T172000,0.3883
20220915T172700,0.365528
20220915T173104,0.177077
20220915T174300,0.230655
20220915T174505,0.174447
20220915T175221,0.269689
20220915T181000,0.133775
20220915T183021,0.21513
20220915T183316,0.004847
20220915T190000,0.267696
20220915T190012,0.222773
20220915T190853,0.205902
20220915T191147,0.077034
20220915T191151,0.077034
20220915T191307,0.077034
20220915T192600,0.052486
20220915T194500,0.377576
20220915T195541,0.193022
20220915T200500,0.35185
20220915T201500,0.294335
20220915T201500,0.33147
20220915T201500,0.420916
20220915T202000,0.20436
20220915T202054,0.192817
20220915T214900,0.387635
20220915T223300,0.093651
20220915T223819,-0.179955
20220915T225100,0.414757
20220915T231222,0.263863
20220915T231951,0.090459
20220916T001400,0.031573
20220916T001500,0.068081
20220916T005700,0.328332
20220916T023900,0.215283
20220916T040054,0.131184
20220916T051731,0.226366
20220916T053002,0.022199
20220916T055618,0.120075
20220916T064141,0.435965
20220916T072321,0.254856
20220916T090334,-0.291257
20220916T093000,0.264936
20220916T093000,0.047179
20220916T095615,0.01488
20220916T100133,0.01488
20220916T100200,0.283353
20220916T101000,0.278336
20220916T101221,0.319658
20220916T110500,0.379564
20220916T110550,0.369202
20220916T113000,0.170189
20220916T113141,0.241721
20220916T114600,0.225632
20220916T115209,0.019398
20220916T120000,0.334856
20220916T120000,0.36802
20220916T120000,0.099911
20220916T120000,0.214035
20220916T120000,0.281218
20220916T120000,0.052965
20220916T120013,0.072053
20220916T121300,0.073463
20220916T121900,0.342315
20220916T123400,0.473223
20220916T124300,0.348628
20220916T124600,0.399453
20220916T130000,0.312061
20220916T130001,-0.02163
20220916T130047,0.200693
20220916T130100,0.465944
20220916T130700,0.40885
20220916T133000,0.116381
20220916T133006,0.237334
20220916T134000,0.383339
20220916T140000,0.05707
20220916T141700,-0.009812
20220916T142807,0.014622
20220916T151700,0.051695
20220916T153000,0.155054
20220916T161445,-0.28943
20220916T162954,0.160819
20220916T164000,0.489796
20220916T170000,0.060214
20220916T170000,0
20220916T172312,0.197961
20220916T183358,0.065558
20220916T185800,0.119529
20220916T190600,0.114879
20220916T193100,-0.044118
20220916T193104,-0.044118
20220916T200000,0.284007
20220916T201015,0.202793
20220916T202310,0.159175
20220916T203835,0.472287
20220916T204340,-0.03634
20220916T205000,-0.129545
20220916T205337,0.111244
20220916T205800,-0.027185
20220916T213000,0.103435
20220916T221243,-0.021675
20220916T223318,-0.041649
20220916T225540,-0.03152
20220916T230000,0.152297
20220917T000000,0.124541
20220917T035804,0.194138
20220917T090041,0.066281
20220917T103900,0.364605
20220917T110033,0.203218
20220917T112000,0.149211
20220917T114635,-0.057034
20220917T120008,-0.049467
20220917T130000,-0.051984
20220917T130000,0.329221
20220917T130000,0.324993
20220917T142839,0.304524
20220917T143400,0.134439
20220917T143421,-0.120409
20220917T144926,0.028499
20220917T150000,0.120324
20220917T150000,0.105844
20220917T151820,-0.367486
20220917T152100,0.093036
20220917T170000,0.08436
20220917T171800,0.08875
20220917T174200,-0.045112
20220917T174855,0.012198
20220917T180941,0.246621
20220917T181800,0.098572
20220917T184500,0.259213
20220917T185341,0.247535
20220917T195834,0.159
20220917T210235,-0.097097
20220917T211500,0.356154
20220917T211739,0
20220917T213206,0.244295
20220917T231248,0.09363
20220918T073100,0.02173
20220918T073157,-0.305998
20220918T074741,0.311124
20220918T084042,-0.241677
20220918T084042,-0.293744
20220918T100003,-0.072696
20220918T104000,0.156136
20220918T104400,0.124959
20220918T110000,0.026572
20220918T110018,0.213596
20220918T113200,0.067621
20220918T121300,-0.017075
20220918T130001,0.1236
20220918T130933,0.0888
20220918T131038,-0.608177
20220918T132200,-0.177596
20220918T135959,0.307639
20220918T141622,-0.033977
20220918T141622,0.014621
20220918T144113,-0.257099
20220918T145500,0.084841
20220918T150000,0.124064
20220918T150738,-0.086252
20220918T161741,-0.158084
20220918T162109,-0.170857
20220918T162600,-0.028796
20220918T170000,0.070025
20220918T173941,0.108527
20220918T175756,0.23731
20220918T180000,0.166409
20220918T183336,0.086594
20220918T185800,0.202216
20220918T190000,0.124774
20220918T195242,0.079538
20220918T210000,0.159556
20220918T220627,0.132386
20220918T233000,0.289338
20220918T235500,0.133185
20220919T033000,-0.002455
20220919T033934,-0.096882
20220919T040025,0.081951
20220919T040700,0.355067
20220919T060000,0.070307
20220919T063329,0.075019
20220919T064200,0.38045
20220919T072117,-0.134154
20220919T080000,-0.038901
20220919T084804,0.12835
20220919T100032,-0.004828
20220919T101255,0.196156
20220919T101255,0.196156
20220919T101328,-0.124099
20220919T103000,0.058015
20220919T103011,0.272206
20220919T103500,-0.021783
20220919T104900,-0.176407
20220919T105438,0.203676
20220919T112500,0.071812
20220919T113000,0.309412
20220919T113700,-0.10217
20220919T120000,0.137993
20220919T120000,-0.036069
20220919T120000,0.348405
20220919T120759,0.167602
20220919T121100,0.102593
20220919T122956,-0.038468
20220919T123000,0.397477
20220919T123243,0.028946
20220919T123256,0.27415
20220919T124300,0.40579
20220919T124300,0.337972
20220919T125200,0.330797
20220919T125704,-0.201499
20220919T130000,0.370889
20220919T130012,0.231223
20220919T130420,0.162322
20220919T134144,0.218858
20220919T135011,0.009803
20220919T135100,0.122998
20220919T140000,0.233687
20220919T140000,0.509576
20220919T140000,0.438818
20220919T140000,0.254649
20220919T140200,0.282484
20220919T141038,0.18294
20220919T142700,0.060654
