time_published,overall_sentiment_score
20220919T142711,0.213361
20220919T144500,0.424088
20220919T150000,0.403155
20220919T150000,0.434912
20220919T152700,0.183692
20220919T155100,0.09782
20220919T155500,0.277213
20220919T160409,0.088708
20220919T161000,0.26398
20220919T162000,0.36311
20220919T162953,0.385582
20220919T163000,0.217156
20220919T164000,0.217263
20220919T164000,0.259218
20220919T164500,0.272875
20220919T170000,0.16832
20220919T170000,0.388198
20220919T171100,0.413364
20220919T174143,-0.035921
20220919T181621,-0.024911
20220919T191341,-0.157072
20220919T191600,0.200261
20220919T193342,0.077034
20220919T193346,0.077034
20220919T193848,0.044016
20220919T200500,0.322297
20220919T202550,-0.230951
20220919T205600,0.457453
20220919T205605,0.427099
20220919T211500,0.347136
20220919T212932,-0.191989
20220919T214522,0.161349
20220919T221500,0.139545
20220919T221600,0.13375
20220919T223000,0.430991
20220919T223944,-0.024403
20220919T224200,0.053521
20220919T224640,0.024596
20220919T225520,0.06778
20220919T233000,0.265442
20220920T000000,-0.117569
20220920T022053,0.168432
20220920T024335,0.313262
20220920T031638,-0.063879
20220920T040551,0.078902
20220920T043618,0.295022
20220920T044629,0.002405
20220920T050345,0.033617
20220920T055635,0.202888
20220920T060000,0.351828
20220920T060000,0.362371
20220920T060000,0.362371
20220920T060505,0.233931
20220920T064632,0.173979
20220920T070500,0.192726
20220920T070500,0.213554
20220920T071500,0.250712
20220920T080053,-0.009634
20220920T081353,0.037541
20220920T084926,0.19114
20220920T090300,0.324254
20220920T091100,0.374183
20220920T091100,0.372126
20220920T093351,0.320479
20220920T100000,0.295356
20220920T100000,0.301885
20220920T100029,0.212745
20220920T101557,0.043272
20220920T102009,0.243651
20220920T102825,-0.319421
20220920T102825,-0.272946
20220920T102825,-0.311875
20220920T102825,-0.331337
20220920T102825,-0.350496
20220920T102825,-0.338395
20220920T103500,0.069665
20220920T104300,0.096168
20220920T104300,0.10345
20220920T104731,0.096057
20220920T104753,0.047111
20220920T110000,0.281556
20220920T110000,0.44104
20220920T110000,0.155272
20220920T110000,0.232862
20220920T110009,0.108619
20220920T110032,0.251983
20220920T112500,0.148849
20220920T112500,0.153776
20220920T113000,0.215204
20220920T113000,0.305851
20220920T113915,-0.319421
20220920T114819,-0.012082
20220920T115737,-0.089223
20220920T115827,0.179521
20220920T120000,0.195962
20220920T120000,0.358601
20220920T120000,0.358601
20220920T120023,0.261071
20220920T120027,0.144039
20220920T120500,0.275277
20220920T122153,0.014413
20220920T123007,-0.113926
20220920T123012,0.075667
20220920T123100,0.38829
20220920T124335,0.241161
20220920T124741,0.295022
20220920T124800,0.09621
20220920T130000,0.17825
20220920T130000,0.38626
20220920T130000,0.360452
20220920T131300,0.231656
20220920T131900,0.326787
20220920T132700,0.090484
20220920T133000,0.087862
20220920T133000,0.29413
20220920T133500,0.43278
20220920T133505,0.416744
20220920T134430,0.144699
20220920T134718,0.268385
20220920T140000,-0.070399
20220920T140221,0.014462
20220920T140330,0.268514
20220920T140500,0.349872
20220920T141410,-0.011998
20220920T141740,0.136379
20220920T141900,-0.140734
20220920T141908,0.359307
20220920T142400,0.332806
20220920T142819,0.265247
20220920T143123,0.247047
20220920T145414,0.254264
20220920T150700,0.113593
20220920T151000,0.224632
20220920T152505,0.031546
20220920T154500,0.374791
20220920T155500,0.164786
20220920T160500,0.194249
20220920T161500,0.154393
20220920T161500,0.395195
20220920T162300,0.44139
20220920T162500,0.365101
20220920T162600,0.063908
20220920T162900,-0.012043
20220920T164600,0.205997
20220920T165900,0.272684
20220920T170000,0.307799
20220920T173300,0.156178
20220920T180253,0.296184
20220920T180436,0.077034
20220920T180625,0.07466
20220920T181903,0.122421
20220920T190000,0.500319
20220920T190000,0.500319
20220920T194600,0.144781
20220920T200500,0.05139
20220920T203005,0.345307
20220920T203100,0.209968
20220920T210357,0.212239
20220920T212014,0.134747
20220920T220400,-0.02705
20220920T220400,-0.02705
20220920T221144,0.141346
20220920T221408,0.186298
20220920T222600,0.500319
20220920T223927,0.202251
20220920T230800,0.319784
20220920T230800,0.315508
20220920T231054,0
20220921T000548,0.002447
20220921T002500,0.341288
20220921T041700,-0.104191
20220921T051451,0.272692
20220921T070000,0.389188
20220921T070000,0.370523
20220921T073247,0.24042
20220921T080000,0.240824
20220921T082138,-0.13673
20220921T083437,0.028103
20220921T084845,0.017044
20220921T085800,0.358751
20220921T091200,0.171486
20220921T095557,0.121667
20220921T095600,0.081987
20220921T100000,0.243666
20220921T100000,0.056016
20220921T100056,-0.10875
20220921T102702,0.291786
20220921T105230,-0.151853
20220921T105230,-0.151691
20220921T105500,0.327215
20220921T110000,0.33876
20220921T110000,-0.036611
20220921T110000,0.159644
20220921T110000,0.20126
20220921T110032,-0.151853
20220921T110034,-0.007241
20220921T110100,-0.16408
20220921T110200,0.200375
20220921T110200,0.202938
20220921T110418,0.14754
20220921T110909,-0.116309
20220921T113000,0.293615
20220921T114500,0.184604
20220921T114500,0.177797
20220921T120000,-0.065213
20220921T120344,0.424605
20220921T124500,0.214533
20220921T124500,0.228172
20220921T124952,-0.016921
20220921T130000,0.363811
20220921T130000,0.451871
20220921T130000,0.431974
20220921T130000,0.294258
20220921T130000,0.422194
20220921T130000,0.163159
20220921T130300,0.341901
20220921T130300,0.333934
20220921T131135,0.122653
20220921T131300,0.160726
20220921T133000,-0.239057
20220921T133000,0.375932
20220921T133201,-0.277606
20220921T140000,0.204047
20220921T140000,0.249434
20220921T142436,0.409115
20220921T143000,0.300053
20220921T143000,0.308989
20220921T143151,-0.164954
20220921T144400,0.094744
20220921T145658,-0.017127
20220921T145800,0.430291
20220921T150000,0.354778
20220921T150000,0.058263
20220921T150000,0.028943
20220921T150231,0.048489
20220921T151100,0.304107
20220921T152900,0.389693
20220921T153000,0.366623
20220921T153000,0.198335
20220921T153845,0.32403
20220921T154000,0.274179
20220921T154221,0.043395
20220921T155100,0.234212
20220921T155300,0.019026
20220921T155330,0.245974
20220921T160030,0.052241
20220921T161000,0.217
20220921T161026,-0.222188
20220921T161500,0.195293
20220921T161800,0.074849
20220921T162000,0.188497
20220921T162400,0.306729
20220921T163000,0.170417
20220921T163400,0.394292
20220921T164500,-0.086091
20220921T165238,0.079871
20220921T171734,-0.274798
20220921T173129,0.172179
20220921T174702,0.031022
20220921T174900,-0.206978
20220921T175102,0.016757
20220921T180000,0.37803
20220921T180001,0.157414
20220921T184200,-0.004827
20220921T185010,0.111443
20220921T190100,0.060914
20220921T190300,-0.086036
20220921T194232,0.077034
20220921T194235,0.07466
20220921T195400,0.244837
20220921T200000,0.132889
20220921T203000,0.23066
20220921T210000,0.196601
20220921T210018,0.177818
20220921T210800,-0.103842
20220921T211500,0.129474
20220921T211528,0.152206
20220921T214002,0.336429
20220921T223353,-0.126765
20220921T223855,0.029369
20220921T231429,0.08456
20220921T235133,-0.117158
20220922T005541,-0.217936
20220922T005541,-0.02177
20220922T005900,0.468359
20220922T013000,0.017044
20220922T020012,0.031625
20220922T021000,0.012151
20220922T021500,0.254902
20220922T040135,-0.105041
20220922T041800,0.493318
20220922T045600,0.184464
20220922T050918,-0.255683
20220922T052010,0.169096
20220922T055338,-0.102178
20220922T061641,0.364161
20220922T070000,0.363842
20220922T070100,0.360295
20220922T072258,0.307111
20220922T080000,0.194091
20220922T080000,0.191915
20220922T083841,0.109829
20220922T090100,0.263366
20220922T090500,0.131744
20220922T090804,-0.362691
20220922T091948,-0.132658
20220922T093639,-0.125252
20220922T094619,-0.295029
20220922T101104,-0.301629
20220922T103000,0.084198
20220922T103354,-0.033256
20220922T103848,-0.401008
20220922T104000,0.144949
20220922T105000,-0.082052
20220922T105000,-0.024281
20220922T105000,0.052033
20220922T110000,0.249236
20220922T110000,0.302692
20220922T110000,0.18145
20220922T110000,0.468467
20220922T110000,0.287204
20220922T110000,0.007242
20220922T110300,0.377826
20220922T112225,0.293591
20220922T113000,0.349758
20220922T113000,0.211825
20220922T113425,-0.058109
20220922T113619,0.325031
20220922T115045,0.32808
20220922T120000,0.090885
20220922T120000,0.161092
20220922T120413,0.014619
20220922T121125,0.340884
20220922T121323,0.122641
20220922T121940,-0.03839
20220922T122211,0.385441
20220922T122216,-0.067585
20220922T122248,0.425044
20220922T123000,0.067994
20220922T123100,0.252431
20220922T124700,0.051293
20220922T124716,0.016942
20220922T130000,0.308457
20220922T130618,0.254668
20220922T130626,0.580959
20220922T131500,0.256423
20220922T131500,0.365812
20220922T132500,0.395524
20220922T133000,0.440979
20220922T134610,0.052916
20220922T134632,0.162889
20220922T134800,0.292876
20220922T135540,0.36522
20220922T141900,0.30086
20220922T142400,0.038308
20220922T143000,0.180076
20220922T143407,-0.079482
20220922T144600,0.322751
20220922T150000,0.333469
20220922T153900,0.186288
20220922T154053,-0.156527
20220922T154216,0.230543
20220922T155500,0.297985
20220922T160000,-0.067906
20220922T160000,0.031391
20220922T160500,0.134587
20220922T161100,0.320663
20220922T161500,0.205997
20220922T161500,0.268185
20220922T162215,0.207796
20220922T162500,0.189928
20220922T163100,0.384115
20220922T163500,0.128754
20220922T165400,0.37869
20220922T170000,0.291404
20220922T170134,-0.156253
20220922T170600,0.394154
20220922T170955,0.345542
20220922T171939,-0.016513
20220922T172459,0.115895
20220922T172619,0.392292
20220922T174455,0.38347
20220922T174600,0.279952
20220922T180138,0.07466
20220922T180300,0.229482
20220922T181000,0.01914
20220922T181017,0.277245
20220922T183000,-0.021385
20220922T184900,0.343184
20220922T184900,0.328318
20220922T184909,0.048038
20220922T190000,0.28776
20220922T190938,0.053296
20220922T191220,0.261856
20220922T191220,0.269945
20220922T191842,0.046165
20220922T192000,0.19133
20220922T193500,-0.035858
20220922T193953,0.021335
20220922T193953,0.0166
20220922T194919,0.141123
20220922T195800,0.300209
20220922T200000,0.41372
20220922T200500,0.309419
20220922T200500,0.311717
20220922T202500,-0.051068
20220922T202938,0.143798
20220922T204519,-0.217524
20220922T213700,0.365055
20220922T215633,0.217741
20220922T222600,0.281755
20220922T225257,0.193566
20220922T231100,0.4449
20220922T231400,0.444652
20220922T231400,0.473325
20220922T231852,-0.118666
20220922T231858,0.016782
20220922T232302,-0.215279
20220922T233647,0.075236
20220923T004900,0.214807
20220923T004900,0.221757
20220923T004900,0.221757
20220923T012226,-0.259148
20220923T040000,0.373483
20220923T053056,0.012328
20220923T060000,0.194204
20220923T063800,0.028666
20220923T081251,-0.026956
20220923T090313,-0.254672
20220923T091500,0.198844
20220923T102010,0.221356
20220923T103728,0.214722
20220923T104500,0.195143
20220923T104922,-0.058002
20220923T110016,0.16859
20220923T113000,0.215872
20220923T113554,0.004895
20220923T113824,-0.21228
20220923T115011,-0.143991
20220923T120000,-0.007397
20220923T120000,0.05518
20220923T121410,-0.05811
20220923T122302,0.074672
20220923T122942,0.421039
20220923T123151,-0.223327
20220923T123151,-0.299754
20220923T124100,0.46021
20220923T124506,0.205433
20220923T130000,0.357681
20220923T130300,0.345366
20220923T130300,0.403841
20220923T133000,0.458516
20220923T140000,0.425126
20220923T140000,0.449258
20220923T144707,0.00245
20220923T145200,0.226202
20220923T151500,0.033349
20220923T153236,-0.388089
20220923T155300,0.253425
20220923T160040,-0.340054
20220923T161100,0.468546
20220923T161241,0.152297
20220923T161955,0.135353
20220923T163834,0.143948
20220923T164200,0.119942
20220923T170000,0.086177
20220923T170000,0.079092
20220923T170000,0
20220923T172500,0.252836
20220923T173200,0.108071
20220923T173957,-0.109784
20220923T180003,0.199785
20220923T181238,0.077034
20220923T181241,0.077034
20220923T182100,0.437099
20220923T182600,0.177319
20220923T183100,0.014228
20220923T185800,0.201511
20220923T191400,0.159175
20220923T193100,0.37764
20220923T201500,0.212273
20220923T201500,0.219213
20220923T201500,0.219213
20220923T201934,0.239421
20220923T203221,-0.046742
20220923T203739,-0.094229
20220923T210000,0.097587
20220923T210000,0.058114
20220923T213140,0.140071
20220923T220000,0.105574
20220923T223000,0.086654
20220923T223205,0.129597
20220923T230000,0.119529
20220923T233000,0.098572
20220923T234500,0.239801
20220924T001500,0.004782
20220924T001800,-0.150581
20220924T042515,0.084456
20220924T042515,0.08446
20220924T052442,0.287312
20220924T091500,0.300623
20220924T120557,0.329946
20220924T130000,-0.109581
20220924T131100,-0.02187
20220924T131905,0.357361
20220924T140000,0.185527
20220924T140001,0.282541
20220924T144500,0.064941
20220924T150000,0.249402
20220924T152600,0.108274
20220924T160601,0.152823
20220924T161200,0.151714
20220924T162849,-0.101688
20220924T175800,0.094619
20220924T181800,0.07951
20220924T193943,-0.089219
20220924T194000,0.127752
20220925T011000,0.333252
20220925T024939,-0.305008
20220925T050152,0.192777
20220925T082800,0.208299
20220925T090031,0.152111
20220925T100000,0.126402
20220925T102700,0.173806
20220925T114200,0.098353
20220925T120000,-0.147939
20220925T120017,-0.147939
20220925T120800,0.164622
20220925T133905,0.041253
20220925T142300,0.180021
20220925T145300,0.17394
20220925T154507,-0.058516
20220925T181637,0.129968
20220925T205100,-0.126756
20220925T211746,0.25819
20220925T213924,0.016647
20220925T214000,-0.097616
20220925T221328,-0.10463
20220926T003000,0.168049
20220926T004113,0.164893
20220926T011406,0.009454
20220926T013000,0.362078
20220926T020000,-0.071116
20220926T040030,0.313228
20220926T055939,0.111118
20220926T060848,0.246877
20220926T071523,-0.211325
20220926T081142,0.50238
20220926T083000,0.464358
20220926T090000,0.094882
20220926T093146,-0.319013
20220926T100000,0.567575
20220926T100500,0.446472
20220926T101141,0.079148
20220926T101520,0.28358
20220926T104000,0.091371
20220926T104500,0.045677
20220926T104700,0.048539
20220926T105455,0.222817
20220926T105701,0.245775
20220926T110000,0.141273
20220926T110000,0.252533
20220926T110000,0.114906
20220926T110034,-0.234106
20220926T110500,0.355887
20220926T111013,0.182964
20220926T111100,0.122998
20220926T111107,0.209222
20220926T111312,0.234096
20220926T113000,0.069584
20220926T114726,0.219108
20220926T120000,0.079318
20220926T120000,0.279418
20220926T120521,0.019307
20220926T120549,0.114281
20220926T122123,-0.05278
20220926T123000,0.447275
20220926T123600,0.460047
20220926T123600,0.384355
20220926T125257,0.345745
20220926T130000,0.349613
20220926T130000,0.490151
20220926T132000,0.245121
20220926T132800,0.107037
20220926T133209,0.158373
20220926T133336,0.496902
20220926T134115,-0.329998
20220926T140000,0.425225
20220926T140000,0.426784
20220926T140046,0.041169
20220926T140526,-0.071594
20220926T142728,0.104578
20220926T143000,0.230074
20220926T143331,-0.26232
20220926T143903,0.107883
20220926T150000,0.241749
20220926T150000,0.24634
20220926T150000,0.393655
20220926T151100,0.235952
20220926T151100,0.233714
20220926T151100,0.242828
20220926T151500,0.37083
20220926T151900,-0.221396
20220926T152500,0.29666
20220926T152700,0.178888
20220926T153500,0.281042
20220926T154600,-0.077522
20220926T160000,0.381681
20220926T160000,0.00244
20220926T160000,0.084756
20220926T161100,0.390066
20220926T161800,0.057342
20220926T163700,0.20371
20220926T170000,-0.104254
20220926T170025,0.012197
20220926T174650,0.078614
20220926T175712,0.131177
20220926T181356,0.077034
20220926T181422,0.077034
20220926T181425,0.077034
20220926T181819,0.20288
20220926T182054,0.139619
20220926T184100,0.095878
20220926T184500,-0.216663
20220926T184500,-0.204283
20220926T185843,-0.211325
20220926T190000,0.379424
20220926T190334,0.035248
20220926T191714,0.05805
20220926T193648,0.270428
20220926T194500,0.301837
20220926T202241,0.347746
20220926T210100,0.286255
20220926T211723,0.125825
20220926T214400,0.308811
20220926T220000,-0.026849
20220926T220500,0.085381
20220926T221429,0.271687
20220926T235400,0.420127
20220927T001800,0.335861
20220927T003642,0.078029
20220927T005000,-0.00725
20220927T010000,0.393902
20220927T010000,0.389835
20220927T024845,0.071099
20220927T025846,0.071099
20220927T042944,0.218669
20220927T070100,0.411757
20220927T070400,0.225953
20220927T071500,0.345169
20220927T080000,0.404712
20220927T081138,0.144588
20220927T082134,-0.305741
20220927T090500,0.265295
20220927T091455,0.059087
20220927T093000,0.012246
20220927T095118,-0.106972
20220927T101200,0.303394
20220927T101400,0.361911
20220927T104400,0.286197
20220927T110000,0.223091
20220927T110000,0.402048
20220927T110000,0.445519
20220927T110021,-0.207276
20220927T110100,0.368793
20220927T112055,0.270666
20220927T112602,0.314775
20220927T112700,0.438706
20220927T112700,0.434902
20220927T113000,0.156482
20220927T114500,0.295729
20220927T114754,-0.104483
20220927T120000,0.359659
20220927T120000,0.302015
20220927T121042,0.117661
20220927T121500,0.252248
20220927T122100,-0.234159
20220927T122734,0.362641
20220927T122942,0.366027
20220927T123000,0.333353
20220927T123000,0.462874
20220927T123000,0.478043
20220927T124615,0.154013
20220927T130000,0.293347
20220927T130000,0.014267
20220927T130821,0.101229
20220927T131357,-0.033578
20220927T131500,0.445198
20220927T131700,0.373575
20220927T132121,0.352884
20220927T132300,0.208282
20220927T132418,0.287233
20220927T132700,0.059223
20220927T132900,0.033885
20220927T133014,0.327948
20220927T135421,-0.31836
20220927T135440,-0.055674
20220927T135644,0.357219
20220927T140000,0.134836
20220927T140000,0.341277
20220927T141500,0.315569
20220927T141645,0.119997
20220927T144700,-0.016963
20220927T150000,-0.085527
20220927T150000,0.398099
20220927T150000,0.351669
20220927T150000,0.444652
20220927T153000,0.145151
20220927T153200,0.319311
20220927T153719,0.002396
20220927T153843,0.444395
20220927T154300,0.071993
20220927T160300,0.10225
20220927T164000,0.031702
20220927T164152,-0.326499
20220927T164300,0.267407
20220927T164434,0.15847
20220927T165000,0.292213
20220927T170000,0.188468
20220927T170000,0.358109
20220927T171000,0.296719
20220927T173010,-0.247476
20220927T173800,0.422932
20220927T173800,-0.156177
20220927T180755,0.07466
20220927T182400,-0.153989
20220927T183345,-0.106972
20220927T185804,0.160898
20220927T194911,-0.058361
20220927T195931,-0.252777
20220927T200500,0.440325
20220927T205100,-0.260108
20220927T211508,0.036255
20220927T212500,0.146787
20220927T213722,-0.111236
20220927T214523,0.064154
20220927T221044,0.301445
20220927T224600,-0.179057
20220927T231500,0.195525
20220927T232433,0.109984
20220927T234700,0.019458
20220927T234800,-0.09084
20220928T000300,-0.051328
20220928T000300,-0.051328
20220928T011500,0.229833
20220928T020000,0.262804
20220928T022658,0.267748
20220928T034206,-0.133822
20220928T040100,0.447942
20220928T040100,0.446011
20220928T040100,0.453782
20220928T055540,0.129273
20220928T063117,-0.399486
20220928T074400,0.183995
20220928T080300,0.019272
20220928T090000,-0.075109
20220928T091600,0.27809
20220928T093000,0.219485
20220928T095900,-0.113584
20220928T100000,0.007361
20220928T100000,0.007369
20220928T103000,0.056653
20220928T105100,-0.102695
20220928T110000,0.222431
20220928T110900,0.17518
20220928T112430,0.019253
20220928T112500,0.222259
20220928T112500,0.04842
20220928T113000,0.231764
20220928T113000,0.256525
20220928T113001,0.290076
20220928T113700,0.20044
20220928T115735,0.201618
20220928T122135,0.074499
20220928T123000,0.299224
20220928T123306,-0.092214
20220928T123800,0.190372
20220928T124100,0.366459
20220928T124300,0.238969
20220928T130000,0.364063
20220928T130000,0.419052
20220928T130000,0.098526
20220928T130000,0.536375
20220928T130000,0.284048
20220928T130000,0.133436
20220928T130203,-0.031418
20220928T130500,0.380246
20220928T131000,0.231894
20220928T131400,-0.35989
20220928T131500,0.555167
20220928T131843,0.191458
20220928T132514,0.089935
20220928T133000,0.19343
20220928T133100,0.195436
20220928T133700,0.132795
20220928T134804,0.134767
20220928T140000,0.317929
20220928T140400,0.447009
20220928T140500,0.154308
20220928T140500,0.197967
20220928T140600,0.132631
20220928T140858,0.29887
20220928T141156,0.101375
20220928T141500,0.279419
20220928T143000,0.44507
20220928T143000,0.44904
20220928T144300,0.330084
20220928T144850,0.18716
20220928T145104,-0.190909
20220928T150000,0.184351
20220928T153200,0.451044
20220928T153200,0.45503
20220928T153500,-0.211913
20220928T154757,-0.18251
20220928T160000,0.334619
20220928T160000,0.444916
20220928T160000,0.141926
20220928T160000,0.330027
20220928T160008,0.323046
20220928T160246,0.141854
20220928T160300,0.396354
20220928T161444,0.21749
20220928T161801,0.449057
20220928T165000,0.097094
20220928T170000,0.219379
20220928T170000,0.058263
20220928T171000,0.274496
20220928T171500,0.067248
20220928T172000,0.267537
20220928T173123,0.16468
20220928T180000,0.126574
20220928T181923,-0.063476
20220928T182938,0.40543
20220928T183104,-0.038005
20220928T183200,0.127168
20220928T183800,0.411237
20220928T191044,0.289787
20220928T200332,0.048604
20220928T201921,-0.062996
20220928T202000,0.450169
20220928T202204,0.066904
20220928T203000,0.159613
20220928T211300,0.161077
20220928T213000,0.352127
20220928T220500,0.055444
20220928T221201,-0.205979
20220928T221602,0.210745
20220928T222200,0.154305
20220928T222324,0.35426
20220928T223500,0.152575
20220928T225701,-0.14538
20220928T233506,-0.078959
20220928T233811,0.111494
20220928T235858,0.086654
20220929T000000,-0.205702
20220929T000134,-0.205702
20220929T003000,0.105574
20220929T004343,0.341438
20220929T004500,-0.129881
20220929T014504,0.140071
20220929T014511,0.119529
20220929T014801,-0.129881
20220929T015252,0.074849
20220929T015803,0.098572
20220929T020835,-0.136681
20220929T020835,-0.136707
20220929T022136,-0.143472
20220929T023000,0.185088
20220929T024600,0.186589
20220929T025829,-0.139996
20220929T030500,0.191481
20220929T035926,0.136564
20220929T040050,0.139548
20220929T051033,0.135773
20220929T051954,-0.195085
20220929T063143,0.178656
20220929T080907,-0.100179
20220929T081900,0.275904
20220929T090000,0.200014
20220929T090500,-0.138481
20220929T094500,-0.036646
20220929T100000,0.136423
20220929T100000,0.135129
20220929T100000,0.14003
20220929T100000,0.178016
20220929T100000,0.178427
20220929T100100,0.235228
20220929T100300,0.122616
20220929T100622,0.275141
20220929T103000,0.301382
20220929T103000,0.243404
20220929T104000,0.00723
20220929T104500,0.220552
20220929T104858,0.18896
20220929T110000,0.207566
20220929T110000,0.011995
20220929T112522,-0.092527
20220929T114009,0.108725
20220929T114906,0.217987
20220929T115723,-0.048752
20220929T115808,-0.119795
20220929T120000,0.229592
20220929T120000,0.144979
20220929T120000,0.416718
20220929T121158,-0.133748
20220929T123000,0.163865
20220929T123004,0.163944
20220929T123400,0.116043
20220929T123500,0.448428
20220929T123900,-0.099987
20220929T124500,0.322424
20220929T130000,0.299005
20220929T130408,0.547232
20220929T131032,0.129679
20220929T132416,-0.143915
20220929T134225,0.295266
20220929T140000,0.550195
20220929T140100,0.268648
20220929T141400,0.01425
20220929T141900,0.401904
20220929T142310,0.031117
20220929T142543,0.27396
20220929T143100,-0.169949
20220929T143212,0.171307
20220929T144500,0.244781
20220929T144600,0.206316
20220929T145722,0.401947
20220929T145913,0.350001
20220929T150000,0.086177
20220929T150000,-0.067906
20220929T150700,0.291424
20220929T151601,0.18513
20220929T152400,0.460861
20220929T160000,0.390021
20220929T160900,0.148339
20220929T161715,-0.200599
20220929T162200,0.131869
20220929T163936,-0.055708
20220929T165023,0.31702
20220929T170000,0.219353
20220929T170000,0.144752
20220929T172230,0.079777
20220929T180000,0.491664
20220929T180000,0.52643
20220929T180300,0.36606
20220929T181900,0.234348
20220929T183000,0.188071
20220929T184600,0.129824
20220929T184700,0.086006
20220929T185600,0.085786
20220929T185622,0.078778
20220929T190433,-0.004802
20220929T190920,-0.024613
20220929T192202,0.155449
20220929T192454,0.167345
20220929T192454,0.178951
20220929T192454,0.164912
20220929T194600,0.395236
20220929T194900,0.440138
20220929T195024,0.077034
20220929T195147,0.07466
20220929T195152,0.07466
20220929T200000,0.41898
20220929T200000,0.436715
20220929T200000,0.355184
20220929T200100,0.221736
20220929T200600,0.190546
20220929T202746,-0.031754
20220929T203726,0.014822
20220929T204118,-0.419665
20220929T204400,-0.035969
20220929T205300,-0.190407
20220929T211300,0.41664
20220929T211704,-0.050882
20220929T211906,0.295355
20220929T212000,-0.014109
20220929T214755,-0.054555
20220929T222800,0.150299
20220929T224452,-0.135895
20220929T225241,0.067718
20220929T231500,0.214807
20220929T231500,0.221757
20220929T231500,0.221757
20220929T231627,-0.169661
20220929T231627,-0.155615
20220929T234200,-0.169157
20220930T000400,0.109528
20220930T004803,-0.291235
20220930T015000,-0.017097
20220930T020313,-0.27167
20220930T024210,-0.007175
20220930T030031,0.167585
20220930T042017,0.050631
20220930T042400,0.234409
20220930T042400,0.267597
20220930T054144,-0.02692
20220930T063800,-0.002385
20220930T065026,0.125036
20220930T071900,-0.176169
20220930T083606,-0.239779
20220930T083700,0.12365
20220930T090000,0.066372
20220930T090256,-0.024234
20220930T093632,-0.132182
20220930T100700,-0.196448
20220930T103115,0.045719
20220930T110000,0.160785
20220930T110000,0.17293
20220930T110114,0.271098
20220930T110500,0.219501
20220930T111400,-0.261505
20220930T113000,0.555746
20220930T113500,-0.30608
20220930T120000,-0.040917
20220930T120000,0.361679
20220930T120149,0.277998
20220930T120622,0.259158
20220930T121200,-0.092001
20220930T123001,0.004856
20220930T123345,-0.109541
20220930T123400,0.292988
20220930T124200,0.310512
20220930T125531,0.31267
20220930T130000,0.375035
20220930T130000,0.305702
20220930T130000,0.124101
20220930T130003,0.301369
20220930T130012,0.215327
20220930T133000,0.296652
20220930T134423,-0.267752
20220930T135957,-0.007097
20220930T140000,-0.002471
20220930T140900,0.104671
20220930T141216,0.077045
20220930T143000,0.136029
20220930T143000,0.422178
20220930T143000,0.449688
20220930T150000,0.304824
20220930T151800,0.193054
20220930T154131,-0.100337
20220930T154500,0.547173
20220930T155400,0
20220930T155400,0.296446
20220930T160000,0.109707
20220930T161001,0.221262
20220930T161234,-0.069276
20220930T161500,0.398822
20220930T161800,0.425083
20220930T162319,0.058291
20220930T164000,0.271636
20220930T165000,0.212
20220930T165300,-0.009946
20220930T165800,0.267658
20220930T170000,0.028943
20220930T170000,0.01452
20220930T170000,0.038822
20220930T173500,-0.097825
20220930T173611,0.158865
20220930T174800,0.242356
20220930T180142,0.019256
20220930T182702,0.041207
20220930T182812,-0.486945
20220930T183700,0.114465
20220930T184500,0.286193
20220930T184500,0.297516
20220930T185340,0.004881
20220930T185535,-0.19643
20220930T190000,0.310294
20220930T190300,0.329338
20220930T191900,0.296512
20220930T200854,-0.014467
20220930T201200,0.107021
20220930T202227,0.09372
20220930T202637,0.160819
20220930T203200,0.274803
20220930T205800,-0.095835
20220930T213000,0.193177
20220930T213500,0.072672
20220930T215516,0.181725
20220930T215615,-0.110537
20220930T215700,0.109953
20220930T220453,0.07951
20220930T221159,0.048669
20220930T221500,0.264635
20220930T221500,0.28703
20220930T230333,0.314958
20220930T230549,0.133643
20220930T231500,0.102213
20220930T234700,0.214807
20220930T234700,0.221757
20220930T234700,0.221757
20220930T235720,0.067398
20221001T000400,0.033706
20221001T001700,0.458136
20221001T033745,0.255324
20221001T050118,0.251177
20221001T060700,-0.127769
20221001T092055,0.168923
20221001T104000,0.110904
20221001T110100,0.1851
20221001T113056,0.036577
20221001T122949,0.312872
20221001T124421,-0.227406
20221001T132700,0.060115
20221001T134146,0.012374
20221001T143600,0.165146
20221001T144700,0.054931
20221001T151800,0.119982
20221001T155100,0.177228
20221001T161433,0.009709
20221001T185400,0.149331
20221001T191028,-0.038959
20221001T194500,-0.096887
20221001T203943,0.119942
20221001T210539,-0.194429
20221001T211309,0.031732
20221001T211500,0.134029
20221001T211800,0.159863
20221001T212015,0.076052
20221001T215400,0.148523
20221001T222200,0.090551
20221001T230300,0.097502
20221001T231900,-0.146456
20221002T012717,0.007241
20221002T062700,0.175279
20221002T071247,-0.062635
20221002T083119,-0.335171
20221002T092122,0.023802
20221002T101400,0.314859
20221002T104000,0.163764
20221002T130300,-0.03421
20221002T133142,-0.029132
20221002T134500,0.079261
20221002T135927,-0.00979
20221002T141138,0.217924
20221002T151137,-0.043021
20221002T152017,-0.014303
20221002T171200,0.185908
20221002T173258,0.387584
20221002T182200,0.283041
20221002T193300,0.125701
20221002T195955,0.203763
20221002T203730,0.288092
20221002T215929,-0.11747
20221002T222707,0.176982
20221003T023002,-0.106406
