time,open,high,low,close,volume
9/6/2022 4:05,393.2019607,393.3413834,392.4152182,393.0824555,5700
9/6/2022 4:10,392.893239,392.9729091,392.6442698,392.7139812,3809
9/6/2022 4:15,392.6243523,392.6243523,392.3056718,392.5148059,7663
9/6/2022 4:20,392.3753831,392.4749708,392.2757955,392.4749708,3424
9/6/2022 4:25,392.5745585,392.6343111,392.3753831,392.3753831,7496
9/6/2022 4:35,392.5546409,392.5546409,392.5546409,392.5546409,123
9/6/2022 4:40,392.425177,392.594476,392.4052594,392.594476,11303
9/6/2022 4:45,392.6243523,392.9729091,392.6243523,392.8135688,48597
9/6/2022 4:50,392.8135688,393.0027854,392.7737338,392.7737338,12287
9/6/2022 4:55,392.8832802,393.0724968,392.7139812,393.0525792,4522
9/6/2022 5:00,392.9828679,393.1720844,392.9828679,393.1720844,1376
9/6/2022 5:05,393.1222906,393.1322494,392.4749708,392.4849296,5657
9/6/2022 5:10,392.3853419,392.3853419,392.2757955,392.2757955,2494
9/6/2022 5:15,392.2160429,392.2260016,392.1363728,392.1762078,1600
9/6/2022 5:20,392.3753831,392.4450945,392.3753831,392.3753831,1387
9/6/2022 5:25,392.3554656,392.7040224,392.3255893,392.7040224,1650
9/6/2022 5:30,392.6741461,392.6741461,392.6741461,392.6741461,504
9/6/2022 5:35,392.8334864,392.8733214,392.8334864,392.8733214,311
9/6/2022 5:40,392.893239,392.9529916,392.893239,392.9529916,701
9/6/2022 5:45,393.0426205,393.0426205,392.8135688,392.8135688,514
9/6/2022 5:50,392.9529916,392.9529916,392.893239,392.9031977,1209
9/6/2022 5:55,392.7438575,392.8832802,392.6741461,392.8633627,7624
9/6/2022 6:00,393.1222906,393.1222906,392.9629503,392.9629503,30289
9/6/2022 6:05,393.0326617,393.0326617,392.9828679,392.9828679,10296
9/6/2022 6:10,393.0227029,393.062538,393.0227029,393.0227029,1250
9/6/2022 6:15,393.0227029,393.4808062,393.0227029,393.4608886,8974
9/6/2022 6:20,393.4608886,393.7696104,393.4608886,393.6202289,5946
9/6/2022 6:25,393.6301877,394.167961,393.6301877,394.0484558,10687
9/6/2022 6:30,394.1380847,394.3472188,393.8691981,393.9488682,21242
9/6/2022 6:35,393.6700227,393.6700227,393.6003114,393.6003114,692
9/6/2022 6:40,393.699899,393.699899,393.5405588,393.5405588,1341
9/6/2022 6:45,393.5903526,393.660064,393.4310123,393.660064,8020
9/6/2022 6:50,393.5306,393.6301877,393.4708474,393.4708474,12101
9/6/2022 6:55,393.401136,393.401136,393.231837,393.231837,4517
9/6/2022 7:00,393.2417958,393.401136,393.2218783,393.2915896,13832
9/6/2022 7:05,393.2915896,393.3712597,393.231837,393.3413834,26455
9/6/2022 7:10,393.2716721,393.3712597,393.0724968,393.3712597,101299
9/6/2022 7:15,393.4210536,393.4509299,393.3015484,393.3115072,29019
9/6/2022 7:20,393.3015484,393.3214659,393.2019607,393.2816309,11601
9/6/2022 7:25,393.3413834,393.3413834,392.8036101,392.9031977,9249
9/6/2022 7:30,392.8434451,393.1023731,392.8434451,393.0027854,13410
9/6/2022 7:35,392.9031977,393.0326617,392.7438575,392.8733214,15097
9/6/2022 7:40,392.8733214,392.8733214,392.4450945,392.465012,14409
9/6/2022 7:45,392.3853419,392.5745585,392.2658367,392.5645997,44725
9/6/2022 7:50,392.594476,392.6243523,392.3255893,392.4450945,15230
9/6/2022 7:55,392.3753831,392.6940637,392.2459192,392.6940637,15146
9/6/2022 8:00,392.6841049,393.0426205,392.6841049,393.0326617,32140
9/6/2022 8:05,393.3214659,394.2081944,392.1064965,393.2417958,55819
9/6/2022 8:10,393.2617133,393.6700227,393.1720844,393.6501052,57780
9/6/2022 8:15,393.660064,393.660064,393.4808062,393.5505175,22415
9/6/2022 8:20,393.5505175,393.5505175,393.2617133,393.2617133,25691
9/6/2022 8:25,393.2417958,393.361301,393.1322494,393.1621257,8159
9/6/2022 8:30,393.1521669,393.3314247,392.8235276,392.8235276,41068
9/6/2022 8:35,392.7737338,392.9231153,392.6741461,392.7438575,29125
9/6/2022 8:40,392.7737338,393.0326617,392.763775,393.0227029,9739
9/6/2022 8:45,393.0127442,393.231837,392.9629503,393.0027854,37420
9/6/2022 8:50,393.0724968,393.1521669,392.7836925,393.0724968,105879
9/6/2022 8:55,393.1222906,393.231837,392.9629503,393.0227029,17565
9/6/2022 9:00,392.9729091,393.0724968,392.8334864,392.8334864,15126
9/6/2022 9:05,392.8235276,393.2218783,392.7936513,392.8733214,48448
9/6/2022 9:10,392.8534039,392.9231153,392.4749708,392.6243523,62957
9/6/2022 9:15,392.594476,392.6940637,392.3753831,392.5645997,102230
9/6/2022 9:20,392.6940637,392.8733214,392.5745585,392.8036101,36685
9/6/2022 9:25,392.8633627,392.8733214,392.4550533,392.5745585,103022
9/6/2022 9:30,392.5048471,392.5048471,391.3795065,391.4691354,162588
9/6/2022 9:35,391.5089705,392.4948883,391.489053,391.5189293,1553659
9/6/2022 9:40,391.5428303,392.0268263,390.7919393,390.8218156,1169362
9/6/2022 9:45,390.8068775,391.0907023,390.3736712,390.6724341,1252765
9/6/2022 9:50,390.6923517,391.0508673,389.825939,389.9255267,1095609
9/6/2022 9:55,389.9056092,390.0948257,389.0491553,389.0889903,1103759
9/6/2022 10:00,389.0889903,390.1545783,388.9097325,390.0251143,1123674
9/6/2022 10:05,390.0350731,390.0350731,387.3661238,387.9835673,2420222
9/6/2022 10:10,387.9736085,388.1827426,387.4955878,387.7296188,923102
9/6/2022 10:15,387.7345982,387.8939384,386.8183917,387.7594951,1357348
9/6/2022 10:20,387.7445569,387.9337735,387.1271134,387.7944503,967866
9/6/2022 10:25,387.808293,387.8740209,387.017567,387.4954882,778541
9/6/2022 10:30,387.5098288,389.059114,387.2964124,388.8002857,1146574
9/6/2022 10:35,388.7902274,388.8234896,388.1827426,388.6300904,861292
9/6/2022 10:40,388.6308871,389.65664,388.0632374,389.5769699,1011438
9/6/2022 10:45,389.5670111,390.6425578,389.5470936,390.2542656,1450207
9/6/2022 10:50,390.2641247,390.592764,389.825939,390.1056808,917137
9/6/2022 10:55,390.124702,391.5687231,390.0450319,390.8716095,1448086
9/6/2022 11:00,390.9014858,392.1164552,390.8815682,391.489053,1249641
9/6/2022 11:05,391.4790942,391.5488056,390.9114445,391.294857,998985
9/6/2022 11:10,391.2799189,392.425177,391.1006611,391.8674861,982847
9/6/2022 11:15,391.8575273,392.0069088,391.1305374,391.489053,827762
9/6/2022 11:20,391.4990117,391.5985994,390.8118569,390.9413208,686892
